# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/D45_1.txt" "align/D45_1.bam" 
Geneid	Chr	Start	End	Strand	Length	align/D45_1.bam
SCO4499	NC_003888.3	4917934	4918656	+	723	301
SCO4500	NC_003888.3	4919005	4919880	-	876	74
SCO4501	NC_003888.3	4919880	4921172	-	1293	44
SCO4502	NC_003888.3	4921335	4922621	+	1287	70
SCO4503	NC_003888.3	4923031	4924959	+	1929	231
SCO4504	NC_003888.3	4924984	4925628	-	645	145
SCO4505	NC_003888.3	4925750	4925953	-	204	12970
SCO4506	NC_003888.3	4926246	4927094	+	849	478
SCO4507	NC_003888.3	4927170	4928930	+	1761	422
SCO4508	NC_003888.3	4928991	4933568	-	4578	1321
SCO4509	NC_003888.3	4933782	4934156	+	375	617
SCO4510	NC_003888.3	4934190	4934597	-	408	80
SCO4511	NC_003888.3	4934688	4935107	-	420	106
SCO4512	NC_003888.3	4935104	4935685	-	582	156
SCO4513	NC_003888.3	4935682	4936350	-	669	110
SCO4514	NC_003888.3	4936347	4936925	-	579	89
SCO4515	NC_003888.3	4936959	4938164	-	1206	363
SCO4516	NC_003888.3	4938161	4938520	-	360	236
SCO4517	NC_003888.3	4938790	4939515	-	726	100
SCO4518	NC_003888.3	4939512	4940861	-	1350	137
SCO4519	NC_003888.3	4940966	4941562	+	597	116
SCO4520	NC_003888.3	4941567	4941872	-	306	8
SCO4521	NC_003888.3	4941895	4942980	-	1086	54
SCO4522	NC_003888.3	4942977	4943453	-	477	13
SCO4523	NC_003888.3	4943703	4944296	+	594	100
SCO4524	NC_003888.3	4945126	4945845	+	720	329
SCO4525	NC_003888.3	4945864	4946745	+	882	197
SCO4526	NC_003888.3	4946742	4948049	+	1308	258
SCO4527	NC_003888.3	4948063	4949100	+	1038	201
SCO4528	NC_003888.3	4949109	4950017	+	909	256
SCO4529	NC_003888.3	4950014	4950367	+	354	115
SCO4530	NC_003888.3	4950395	4950955	+	561	91
SCO4531	NC_003888.3	4950956	4951393	+	438	73
SCO4532	NC_003888.3	4951390	4951851	+	462	54
SCO4533	NC_003888.3	4951930	4952256	+	327	60
SCO4534	NC_003888.3	4952253	4953677	+	1425	301
SCO4535	NC_003888.3	4953674	4955002	+	1329	230
SCO4536	NC_003888.3	4954999	4955643	+	645	121
SCO4537	NC_003888.3	4955640	4956245	+	606	154
SCO4538	NC_003888.3	4956301	4956636	-	336	140
SCO4539	NC_003888.3	4956659	4957264	-	606	408
SCO4540	NC_003888.3	4957302	4957544	-	243	157
SCO4541	NC_003888.3	4957723	4959303	-	1581	527
SCO4542	NC_003888.3	4959382	4959573	-	192	102
SCO4543	NC_003888.3	4959584	4960435	-	852	486
SCO4544	NC_003888.3	4960649	4961074	+	426	1014
SCO4545	NC_003888.3	4961108	4962022	+	915	5653
SCO4546	NC_003888.3	4962128	4962778	+	651	1272
SCO4547	NC_003888.3	4962778	4963845	+	1068	914
SCO4548	NC_003888.3	4964061	4967069	+	3009	1502
SCO4549	NC_003888.3	4967066	4967845	+	780	114
SCO4550	NC_003888.3	4967924	4969123	+	1200	767
SCO4551	NC_003888.3	4969131	4969730	+	600	205
SCO4552	NC_003888.3	4969766	4970770	-	1005	125
SCO4553	NC_003888.3	4970964	4971383	+	420	49
SCO4554	NC_003888.3	4971401	4973632	+	2232	144
SCO4555	NC_003888.3	4973632	4974723	+	1092	102
SCO4556	NC_003888.3	4974767	4975462	+	696	510
SCO4557	NC_003888.3	4975449	4975796	-	348	200
SCO4558	NC_003888.3	4975855	4976418	-	564	323
SCO4559	NC_003888.3	4976516	4977808	+	1293	1218
SCO4560	NC_003888.3	4977869	4978495	-	627	308
SCO4561	NC_003888.3	4978629	4979462	-	834	1234
SCO4562	NC_003888.3	4980274	4980633	+	360	381
SCO4563	NC_003888.3	4980646	4981200	+	555	698
SCO4564	NC_003888.3	4981197	4981952	+	756	1010
SCO4565	NC_003888.3	4981949	4983271	+	1323	1899
SCO4566	NC_003888.3	4983268	4984140	+	873	1538
SCO4567	NC_003888.3	4984137	4985486	+	1350	2304
SCO4568	NC_003888.3	4985483	4988014	+	2532	2711
SCO4569	NC_003888.3	4988011	4989414	+	1404	1377
SCO4570	NC_003888.3	4989449	4990084	+	636	1242
SCO4571	NC_003888.3	4990081	4990938	+	858	1121
SCO4572	NC_003888.3	4990935	4991234	+	300	483
SCO4573	NC_003888.3	4991249	4993213	+	1965	2308
SCO4574	NC_003888.3	4993219	4994790	+	1572	1987
SCO4575	NC_003888.3	4994787	4996445	+	1659	1413
SCO4576	NC_003888.3	4996565	4997164	-	600	455
SCO4577	NC_003888.3	4997397	4999427	+	2031	1184
SCO4578	NC_003888.3	4999466	4999690	-	225	122
SCO4579	NC_003888.3	4999752	5000690	-	939	483
SCO4580	NC_003888.3	5000997	5002253	-	1257	867
SCO4581	NC_003888.3	5002738	5003547	+	810	1976
SCO4582	NC_003888.3	5003571	5004062	-	492	589
SCO4583	NC_003888.3	5004917	5005927	+	1011	825
SCO4584	NC_003888.3	5006187	5007449	+	1263	1932
SCO4585	NC_003888.3	5007502	5008485	+	984	657
SCO4586	NC_003888.3	5008487	5009416	+	930	360
SCO4587	NC_003888.3	5009444	5010046	-	603	193
SCO4588	NC_003888.3	5010182	5011708	+	1527	667
SCO4589	NC_003888.3	5011745	5012719	-	975	660
SCO4590	NC_003888.3	5012930	5013400	-	471	710
SCO4591	NC_003888.3	5013530	5014102	+	573	626
SCO4592	NC_003888.3	5014126	5015214	-	1089	1662
SCO4593	NC_003888.3	5015360	5016214	-	855	590
SCO4594	NC_003888.3	5016376	5017434	-	1059	950
SCO4595	NC_003888.3	5017427	5019364	-	1938	3915
SCO4596	NC_003888.3	5019699	5020370	-	672	693
SCO4597	NC_003888.3	5020678	5022045	-	1368	1728
SCO4598	NC_003888.3	5022159	5023382	-	1224	1895
SCO4599	NC_003888.3	5023578	5024018	+	441	712
SCO4600	NC_003888.3	5024015	5024713	+	699	1106
SCO4601	NC_003888.3	5024710	5026071	+	1362	3342
SCO4602	NC_003888.3	5026068	5027036	+	969	3935
SCO4603	NC_003888.3	5027036	5027629	+	594	1308
SCO4604	NC_003888.3	5027626	5028219	+	594	2997
SCO4605	NC_003888.3	5028219	5028611	+	393	1660
SCO4606	NC_003888.3	5028608	5030602	+	1995	13759
SCO4607	NC_003888.3	5030609	5032213	+	1605	6083
SCO4608	NC_003888.3	5032210	5033757	+	1548	845
SCO4609	NC_003888.3	5033984	5034847	+	864	1547
SCO4610	NC_003888.3	5034844	5035260	+	417	603
SCO4611	NC_003888.3	5035358	5035951	+	594	1386
SCO4612	NC_003888.3	5036030	5037274	-	1245	1815
SCO4613	NC_003888.3	5037414	5037680	+	267	796
SCO4614	NC_003888.3	5037788	5038276	-	489	1451
SCOt48	NC_003888.3	5038512	5038593	+	82	85
SCO4615	NC_003888.3	5038758	5040125	-	1368	1694
SCO4616	NC_003888.3	5040186	5040371	-	186	215
SCO4617	NC_003888.3	5040809	5042281	-	1473	1337
SCO4618	NC_003888.3	5042283	5043134	-	852	983
SCO4619	NC_003888.3	5043224	5043691	-	468	610
SCO4620	NC_003888.3	5043865	5045910	-	2046	5362
SCO4621	NC_003888.3	5045925	5046464	-	540	1108
SCO4622	NC_003888.3	5046484	5046984	-	501	762
SCO4623	NC_003888.3	5047012	5047170	+	159	156
SCO4624	NC_003888.3	5047328	5047663	-	336	503
SCO4625	NC_003888.3	5047663	5048670	-	1008	2051
SCO4626	NC_003888.3	5048667	5049200	-	534	1329
SCO4627	NC_003888.3	5049197	5049466	-	270	695
SCO4628	NC_003888.3	5049893	5050702	+	810	413
SCO4629	NC_003888.3	5050699	5051364	+	666	398
SCO4630	NC_003888.3	5051465	5052724	-	1260	380
SCO4631	NC_003888.3	5052984	5054666	-	1683	396
SCOp01	NC_003888.3	5055612	5055771	+	160	0
SCO4632	NC_003888.3	5055828	5058728	+	2901	1088
SCO4633	NC_003888.3	5059025	5059681	-	657	930
SCO4634	NC_003888.3	5059786	5061090	-	1305	711
SCOt49	NC_003888.3	5061316	5061388	+	73	4
SCOt50	NC_003888.3	5061435	5061507	+	73	598
SCO4635	NC_003888.3	5061599	5061763	+	165	2045
SCO4636	NC_003888.3	5061859	5062311	+	453	382
SCO4637	NC_003888.3	5062317	5062745	+	429	389
SCO4638	NC_003888.3	5062845	5063669	-	825	132
SCO4639	NC_003888.3	5063734	5064339	+	606	70
SCO4640	NC_003888.3	5064405	5064998	+	594	194
SCO4641	NC_003888.3	5065114	5066586	+	1473	80
SCO4642	NC_003888.3	5066624	5067004	+	381	11
SCO4643	NC_003888.3	5067001	5068152	+	1152	960
SCO4644	NC_003888.3	5068592	5069623	-	1032	377
SCO4645	NC_003888.3	5069749	5070975	-	1227	4193
SCOt51	NC_003888.3	5071215	5071290	+	76	199
SCO4646	NC_003888.3	5071396	5071680	+	285	2596
SCO4647	NC_003888.3	5071761	5072663	+	903	3790
SCO4648	NC_003888.3	5072851	5073285	+	435	6092
SCO4649	NC_003888.3	5073369	5074094	+	726	6427
SCO4650	NC_003888.3	5074267	5075124	+	858	123
SCO4651	NC_003888.3	5075273	5076121	+	849	466
SCO4652	NC_003888.3	5076440	5076970	+	531	10473
SCO4653	NC_003888.3	5077088	5077471	+	384	10326
SCO4654	NC_003888.3	5078061	5081546	+	3486	15830
SCO4655	NC_003888.3	5081644	5085543	+	3900	15103
SCO4656	NC_003888.3	5085653	5086240	+	588	37
SCO4657	NC_003888.3	5086257	5087561	-	1305	167
SCO4658	NC_003888.3	5087653	5088690	+	1038	272
SCO4659	NC_003888.3	5088946	5089317	+	372	4728
SCO4660	NC_003888.3	5089320	5089790	+	471	4019
SCO4661	NC_003888.3	5089830	5091956	+	2127	21645
SCO4662	NC_003888.3	5092130	5093323	+	1194	27929
SCO4663	NC_003888.3	5093313	5093666	-	354	48
SCO4664	NC_003888.3	5093796	5095631	-	1836	43
SCO4665	NC_003888.3	5095647	5096276	-	630	12
SCO4666	NC_003888.3	5096270	5097010	-	741	12
SCO4667	NC_003888.3	5097181	5098476	+	1296	62
SCO4668	NC_003888.3	5098476	5099108	+	633	113
SCO4669	NC_003888.3	5099276	5100415	+	1140	151
SCO4670	NC_003888.3	5100500	5101891	-	1392	23
SCO4671	NC_003888.3	5102043	5102990	-	948	134
SCO4672	NC_003888.3	5103076	5104845	-	1770	624
SCO4673	NC_003888.3	5104850	5105869	-	1020	1985
SCO4674	NC_003888.3	5105881	5106318	+	438	2220
SCO4675	NC_003888.3	5106331	5107239	-	909	3457
SCO4676	NC_003888.3	5107257	5108129	-	873	3995
SCO4677	NC_003888.3	5108377	5108811	-	435	4946
SCO4678	NC_003888.3	5108924	5109772	+	849	451
SCO4679	NC_003888.3	5109769	5109960	+	192	90
SCO4680	NC_003888.3	5109911	5110801	-	891	520
SCO4681	NC_003888.3	5110846	5111655	+	810	1036
SCO4682	NC_003888.3	5111657	5111866	+	210	202
SCO4683	NC_003888.3	5112014	5113399	+	1386	1416
SCO4684	NC_003888.3	5113748	5113951	+	204	1159
SCO4685	NC_003888.3	5114147	5115568	+	1422	345
SCO4686	NC_003888.3	5115614	5115925	+	312	452
SCO4687	NC_003888.3	5115961	5116320	-	360	542
SCO4688	NC_003888.3	5116372	5116728	-	357	423
SCO4689	NC_003888.3	5117228	5117560	+	333	169
SCO4690	NC_003888.3	5117634	5117876	+	243	72
SCO4691	NC_003888.3	5117928	5118521	+	594	36
SCO4692	NC_003888.3	5118613	5119260	+	648	367
SCO4693	NC_003888.3	5119357	5119617	+	261	65
SCO4694	NC_003888.3	5119650	5119892	+	243	5
SCO4695	NC_003888.3	5119938	5120483	+	546	11
SCO4696	NC_003888.3	5120514	5120981	+	468	21
SCO4697	NC_003888.3	5121109	5122923	+	1815	217
SCO4698	NC_003888.3	5122836	5123855	+	1020	261
SCO4699	NC_003888.3	5123855	5126638	+	2784	479
SCO4700	NC_003888.3	5126659	5127108	+	450	144
SCO4701	NC_003888.3	5127609	5127917	+	309	4604
SCO4702	NC_003888.3	5127934	5128578	+	645	8648
SCO4703	NC_003888.3	5128587	5129246	+	660	7558
SCO4704	NC_003888.3	5129246	5129665	+	420	5778
SCO4705	NC_003888.3	5129706	5130542	+	837	9404
SCO4706	NC_003888.3	5130555	5130836	+	282	3252
SCO4707	NC_003888.3	5130849	5131226	+	378	4078
SCO4708	NC_003888.3	5131226	5132059	+	834	8182
SCO4709	NC_003888.3	5132065	5132484	+	420	4102
SCO4710	NC_003888.3	5132484	5132708	+	225	2187
SCO4711	NC_003888.3	5132708	5132995	+	288	3663
SCO4712	NC_003888.3	5133103	5133471	+	369	3881
SCO4713	NC_003888.3	5133474	5133797	+	324	1995
SCO4714	NC_003888.3	5133797	5134354	+	558	3734
SCO4715	NC_003888.3	5134360	5134545	+	186	1407
SCO4716	NC_003888.3	5134757	5135155	+	399	3672
SCO4717	NC_003888.3	5135180	5135719	+	540	5147
SCO4718	NC_003888.3	5135723	5136106	+	384	4967
SCO4719	NC_003888.3	5136150	5136755	+	606	7342
SCO4720	NC_003888.3	5136758	5136940	+	183	1237
SCO4721	NC_003888.3	5136943	5137398	+	456	5770
SCO4722	NC_003888.3	5137655	5138968	+	1314	2922
SCO4723	NC_003888.3	5138968	5139621	+	654	2015
SCO4724	NC_003888.3	5139773	5140609	+	837	957
SCO4725	NC_003888.3	5140751	5140972	+	222	4332
SCO4726	NC_003888.3	5141041	5141154	+	114	3069
SCO4727	NC_003888.3	5141343	5141723	+	381	8298
SCO4728	NC_003888.3	5141791	5142195	+	405	6002
SCO4729	NC_003888.3	5142327	5143349	+	1023	9295
SCO4730	NC_003888.3	5143544	5144050	+	507	6281
SCO4731	NC_003888.3	5144190	5145044	+	855	134
SCO4732	NC_003888.3	5145064	5145963	-	900	813
SCO4733	NC_003888.3	5146008	5147243	+	1236	198
SCO4734	NC_003888.3	5147451	5147894	+	444	5849
SCO4735	NC_003888.3	5147937	5148449	+	513	4075
SCO4736	NC_003888.3	5148674	5150032	+	1359	769
SCO4737	NC_003888.3	5150160	5151107	-	948	207
SCO4738	NC_003888.3	5151168	5152157	-	990	161
SCO4739	NC_003888.3	5152417	5153223	+	807	60
SCO4740	NC_003888.3	5153334	5155181	+	1848	2122
SCO4741	NC_003888.3	5155213	5155785	-	573	242
SCO4742	NC_003888.3	5155831	5157288	-	1458	250
SCO4743	NC_003888.3	5157368	5157973	+	606	74
SCO4744	NC_003888.3	5158001	5158372	-	372	46
SCO4745	NC_003888.3	5158508	5159683	+	1176	665
SCO4746	NC_003888.3	5159838	5161100	+	1263	314
SCO4747	NC_003888.3	5161171	5161617	+	447	336
SCO4748	NC_003888.3	5161764	5162000	+	237	1220
SCO4749	NC_003888.3	5162036	5162590	-	555	1512
SCO4750	NC_003888.3	5162784	5163437	+	654	644
SCO4751	NC_003888.3	5163434	5163967	+	534	260
SCO4752	NC_003888.3	5163960	5165084	+	1125	577
SCO4753	NC_003888.3	5165081	5165353	+	273	77
SCO4754	NC_003888.3	5165438	5166505	+	1068	465
SCO4755	NC_003888.3	5166604	5167686	+	1083	131
SCO4756	NC_003888.3	5167797	5168153	+	357	36
SCO4757	NC_003888.3	5168216	5169475	+	1260	160
SCO4758	NC_003888.3	5169472	5170752	-	1281	94
SCO4759	NC_003888.3	5170780	5171655	+	876	413
SCO4760	NC_003888.3	5171652	5172401	+	750	198
SCO4761	NC_003888.3	5172737	5173045	+	309	9593
SCO4762	NC_003888.3	5173179	5174804	+	1626	18648
SCO4763	NC_003888.3	5175044	5176285	-	1242	1721
SCO4764	NC_003888.3	5176428	5177201	-	774	702
SCO4765	NC_003888.3	5177256	5177957	-	702	1253
SCO4766	NC_003888.3	5178021	5178941	+	921	950
SCO4767	NC_003888.3	5179007	5179345	-	339	1484
SCO4768	NC_003888.3	5179727	5180338	+	612	12584
SCO4769	NC_003888.3	5180620	5181207	+	588	2986
SCO4770	NC_003888.3	5181347	5182852	+	1506	4933
SCO4771	NC_003888.3	5182993	5184117	+	1125	2415
SCO4772	NC_003888.3	5184449	5185669	+	1221	2006
SCO4773	NC_003888.3	5185771	5186988	-	1218	1148
SCO4774	NC_003888.3	5187291	5188997	+	1707	3587
SCO4775	NC_003888.3	5189098	5191251	+	2154	2387
SCO4776	NC_003888.3	5191425	5194364	+	2940	1570
SCO4777	NC_003888.3	5194501	5196300	+	1800	348
SCO4778	NC_003888.3	5196394	5197536	+	1143	171
SCO4779	NC_003888.3	5197710	5199356	+	1647	495
SCO4780	NC_003888.3	5199496	5201109	+	1614	185
SCO4781	NC_003888.3	5201210	5203018	+	1809	157
SCO4782	NC_003888.3	5203137	5203796	-	660	440
SCO4783	NC_003888.3	5203840	5204163	+	324	1188
SCO4784	NC_003888.3	5204510	5204842	-	333	304
SCO4785	NC_003888.3	5205166	5206746	+	1581	1629
SCO4786	NC_003888.3	5206750	5207217	-	468	136
SCO4787	NC_003888.3	5207363	5208166	+	804	149
SCO4788	NC_003888.3	5208328	5209623	+	1296	685
SCO4789	NC_003888.3	5209775	5210290	+	516	606
SCO4790	NC_003888.3	5210501	5211922	-	1422	807
SCO4791	NC_003888.3	5212113	5213405	+	1293	583
SCO4792	NC_003888.3	5213402	5214157	+	756	489
SCO4793	NC_003888.3	5214259	5215302	-	1044	1610
SCO4794	NC_003888.3	5215428	5215964	+	537	227
SCO4795	NC_003888.3	5215942	5216958	-	1017	627
SCO4796	NC_003888.3	5216985	5218181	-	1197	585
SCO4797	NC_003888.3	5218624	5221119	+	2496	1901
SCO4798	NC_003888.3	5221209	5222906	-	1698	3172
SCO4799	NC_003888.3	5223103	5224098	-	996	1282
SCO4800	NC_003888.3	5224492	5224908	+	417	1205
SCO4801	NC_003888.3	5225006	5226826	-	1821	907
SCO4802	NC_003888.3	5226862	5228001	-	1140	893
SCO4803	NC_003888.3	5228085	5229206	+	1122	928
SCO4804	NC_003888.3	5229309	5231756	+	2448	607
SCO4805	NC_003888.3	5231927	5233081	+	1155	291
SCO4806	NC_003888.3	5233252	5234196	+	945	162
SCO4807	NC_003888.3	5234328	5234783	+	456	24
SCO4808	NC_003888.3	5234993	5236177	+	1185	5140
SCO4809	NC_003888.3	5236206	5237090	+	885	3425
SCO4810	NC_003888.3	5237203	5238231	-	1029	1561
SCO4811	NC_003888.3	5238424	5240100	+	1677	712
SCO4812	NC_003888.3	5240239	5241036	-	798	554
SCO4813	NC_003888.3	5241331	5241978	+	648	653
SCO4814	NC_003888.3	5241975	5243546	+	1572	1545
SCO4815	NC_003888.3	5243963	5244607	-	645	113
SCO4816	NC_003888.3	5244609	5247029	-	2421	40
SCO4817	NC_003888.3	5247215	5248573	-	1359	102
SCO4818	NC_003888.3	5248570	5249310	-	741	61
SCO4819	NC_003888.3	5249522	5249992	-	471	70
SCO4820	NC_003888.3	5250091	5252229	-	2139	656
SCO4821	NC_003888.3	5252226	5252957	-	732	486
SCO4822	NC_003888.3	5253098	5253685	-	588	329
SCO4823	NC_003888.3	5253808	5253984	+	177	1
SCO4824	NC_003888.3	5253981	5254835	+	855	1309
SCO4825	NC_003888.3	5254825	5255361	+	537	357
SCO4826	NC_003888.3	5255658	5257154	+	1497	820
SCO4827	NC_003888.3	5257517	5258506	+	990	2347
SCO4828	NC_003888.3	5258735	5260264	+	1530	85
SCO4829	NC_003888.3	5260321	5261853	+	1533	95
SCO4830	NC_003888.3	5261850	5263034	+	1185	26
SCO4831	NC_003888.3	5263034	5264980	+	1947	122
SCO4832	NC_003888.3	5264982	5265950	+	969	57
SCO4833	NC_003888.3	5265954	5266685	-	732	250
SCO4834	NC_003888.3	5266682	5267128	-	447	20
SCO4835	NC_003888.3	5267125	5267634	-	510	44
SCO4836	NC_003888.3	5267682	5269070	+	1389	48
SCO4837	NC_003888.3	5269286	5270731	+	1446	1149
SCO4838	NC_003888.3	5270746	5271402	-	657	64
SCO4839	NC_003888.3	5271519	5272538	+	1020	928
SCO4840	NC_003888.3	5272715	5273293	+	579	1574
SCO4841	NC_003888.3	5273376	5274146	-	771	853
SCO4842	NC_003888.3	5274166	5275539	-	1374	1316
SCO4843	NC_003888.3	5275682	5276191	+	510	296
SCO4844	NC_003888.3	5276184	5277152	+	969	466
SCO4845	NC_003888.3	5277146	5277619	+	474	161
SCO4846	NC_003888.3	5277574	5278539	+	966	393
SCO4847	NC_003888.3	5278487	5279761	-	1275	377
SCO4848	NC_003888.3	5279853	5280092	+	240	64
SCO4849	NC_003888.3	5280147	5281457	+	1311	349
SCO4850	NC_003888.3	5281448	5282203	-	756	155
SCO4851	NC_003888.3	5282215	5282703	-	489	89
SCO4852	NC_003888.3	5282708	5283115	-	408	177
SCO4853	NC_003888.3	5283201	5283611	-	411	812
SCO4854	NC_003888.3	5283653	5284273	-	621	1933
SCO4855	NC_003888.3	5284439	5285212	-	774	1999
SCO4856	NC_003888.3	5285212	5286966	-	1755	5127
SCO4857	NC_003888.3	5286986	5287468	-	483	1007
SCO4858	NC_003888.3	5287474	5287854	-	381	1338
SCO4859	NC_003888.3	5288036	5288587	-	552	1036
SCO4860	NC_003888.3	5288869	5290443	+	1575	2766
SCO4861	NC_003888.3	5290562	5291107	+	546	255
SCO4862	NC_003888.3	5291195	5291764	+	570	108
SCO4863	NC_003888.3	5291932	5292354	+	423	23
SCO4864	NC_003888.3	5292421	5293098	+	678	145
SCO4865	NC_003888.3	5293095	5294015	+	921	176
SCO4866	NC_003888.3	5294399	5295061	+	663	103
SCO4867	NC_003888.3	5295061	5296242	+	1182	105
SCO4868	NC_003888.3	5296485	5297330	-	846	188
SCO4869	NC_003888.3	5297557	5299161	+	1605	1377
SCO4870	NC_003888.3	5299181	5300632	-	1452	278
SCO4871	NC_003888.3	5300705	5301355	+	651	544
SCO4872	NC_003888.3	5301340	5302356	-	1017	2357
SCO4873	NC_003888.3	5302468	5303406	-	939	107
SCO4874	NC_003888.3	5303719	5306604	+	2886	75
SCO4875	NC_003888.3	5306624	5307574	+	951	19
SCO4876	NC_003888.3	5307574	5308020	+	447	32
SCO4877	NC_003888.3	5308045	5309379	-	1335	25
SCO4878	NC_003888.3	5309376	5310356	-	981	22
SCO4879	NC_003888.3	5310555	5311886	+	1332	24
SCO4880	NC_003888.3	5312075	5313349	+	1275	30
SCO4881	NC_003888.3	5313363	5314301	+	939	18
SCO4882	NC_003888.3	5314345	5315412	+	1068	32
SCO4883	NC_003888.3	5315652	5316884	+	1233	3645
SCO4884	NC_003888.3	5317104	5318147	+	1044	561
SCO4885	NC_003888.3	5318421	5319467	+	1047	709
SCO4886	NC_003888.3	5319704	5321317	+	1614	465
SCO4887	NC_003888.3	5321317	5322441	+	1125	257
SCO4888	NC_003888.3	5322438	5323712	+	1275	246
SCO4889	NC_003888.3	5323709	5324101	+	393	69
SCO4890	NC_003888.3	5324126	5325409	+	1284	241
SCO4891	NC_003888.3	5325467	5325853	-	387	34
SCO4892	NC_003888.3	5326034	5327032	+	999	144
SCO4893	NC_003888.3	5327081	5328004	-	924	55
SCO4894	NC_003888.3	5328163	5328414	-	252	139
SCO4895	NC_003888.3	5328418	5329422	-	1005	1507
SCO4896	NC_003888.3	5329530	5330840	-	1311	62
SCO4897	NC_003888.3	5330904	5331857	+	954	177
SCO4898	NC_003888.3	5331991	5332572	-	582	140
SCO4899	NC_003888.3	5332682	5333560	+	879	305
SCO4900	NC_003888.3	5333649	5334410	-	762	316
SCO4901	NC_003888.3	5334546	5335736	+	1191	311
SCO4902	NC_003888.3	5335877	5336245	+	369	2915
SCO4903	NC_003888.3	5336333	5336536	-	204	96
SCO4904	NC_003888.3	5336632	5337183	-	552	225
SCO4905	NC_003888.3	5337310	5337921	-	612	171
SCO4906	NC_003888.3	5337921	5339528	-	1608	956
SCO4907	NC_003888.3	5339525	5340202	-	678	667
SCO4908	NC_003888.3	5340552	5341142	+	591	482
SCO4909	NC_003888.3	5341385	5342161	-	777	203
SCO4910	NC_003888.3	5342180	5342584	+	405	1014
SCO4911	NC_003888.3	5342742	5344754	+	2013	795
SCO4912	NC_003888.3	5344860	5345741	-	882	235
SCO4913	NC_003888.3	5345752	5347194	-	1443	288
SCO4914	NC_003888.3	5347200	5348195	-	996	311
SCO4915	NC_003888.3	5348311	5349015	+	705	309
SCO4916	NC_003888.3	5349119	5350768	-	1650	99
SCO4917	NC_003888.3	5351124	5351948	-	825	187
SCO4918	NC_003888.3	5352042	5352479	-	438	109
SCO4919	NC_003888.3	5352587	5354014	+	1428	1273
SCO4920	NC_003888.3	5354229	5355182	+	954	5458
SCO4921	NC_003888.3	5355283	5357055	-	1773	2691
SCO4922	NC_003888.3	5357430	5357912	+	483	90
SCO4923	NC_003888.3	5357881	5358501	-	621	916
SCO4924	NC_003888.3	5358534	5358662	-	129	89
SCO4925	NC_003888.3	5358799	5359008	-	210	171
SCO4926	NC_003888.3	5359018	5360610	-	1593	603
SCO4927	NC_003888.3	5360721	5361596	+	876	264
SCO4928	NC_003888.3	5361712	5362857	+	1146	1813
SCO4929	NC_003888.3	5362921	5363586	-	666	1048
SCO4930	NC_003888.3	5363797	5364597	+	801	48
SCO4931	NC_003888.3	5364745	5365845	+	1101	563
SCO4932	NC_003888.3	5365963	5367501	+	1539	644
SCO4933	NC_003888.3	5367731	5368444	+	714	1447
SCO4934	NC_003888.3	5368677	5369921	+	1245	1717
SCO4935	NC_003888.3	5370069	5371559	+	1491	911
SCO4936	NC_003888.3	5371593	5372276	+	684	424
SCO4937	NC_003888.3	5372301	5372819	-	519	304
SCO4938	NC_003888.3	5373018	5373932	+	915	142
SCO4939	NC_003888.3	5373976	5374758	-	783	33
SCO4940	NC_003888.3	5374860	5375462	+	603	20
SCO4941	NC_003888.3	5375466	5375783	-	318	7
SCO4942	NC_003888.3	5375964	5376644	-	681	103
SCO4943	NC_003888.3	5376765	5377757	+	993	34
SCO4944	NC_003888.3	5377855	5378730	-	876	220
SCO4945	NC_003888.3	5378899	5379939	+	1041	50
SCO4946	NC_003888.3	5380116	5380907	+	792	29
SCO4947	NC_003888.3	5381148	5384831	+	3684	1465
SCO4948	NC_003888.3	5384840	5386486	+	1647	359
SCO4949	NC_003888.3	5386483	5387145	+	663	170
SCO4950	NC_003888.3	5387142	5387855	+	714	167
SCO4951	NC_003888.3	5387898	5388935	-	1038	162
SCO4952	NC_003888.3	5389080	5389676	+	597	379
SCO4953	NC_003888.3	5389724	5389918	+	195	90
SCO4954	NC_003888.3	5389941	5390534	-	594	552
SCO4955	NC_003888.3	5390665	5391852	-	1188	517
SCO4956	NC_003888.3	5392010	5392528	+	519	1919
SCO4957	NC_003888.3	5392632	5393750	-	1119	928
SCO4958	NC_003888.3	5393841	5395001	+	1161	2094
SCO4959	NC_003888.3	5395012	5395269	-	258	69
SCO4960	NC_003888.3	5395316	5395822	-	507	242
SCO4961	NC_003888.3	5396005	5396505	-	501	425
SCO4962	NC_003888.3	5396674	5397903	+	1230	785
SCO4963	NC_003888.3	5398064	5399071	+	1008	1419
SCO4964	NC_003888.3	5399068	5399925	+	858	643
SCO4965	NC_003888.3	5400027	5400524	-	498	1226
SCO4966	NC_003888.3	5400705	5401103	-	399	274
SCO4967	NC_003888.3	5401234	5402115	+	882	1601
SCO4968	NC_003888.3	5402117	5402344	+	228	561
SCO4969	NC_003888.3	5402381	5405884	-	3504	567
SCO4970	NC_003888.3	5405887	5406039	-	153	178
SCO4971	NC_003888.3	5406195	5407688	+	1494	404
SCO4972	NC_003888.3	5407685	5410105	+	2421	219
SCO4973	NC_003888.3	5410107	5410928	+	822	55
SCO4974	NC_003888.3	5411121	5411624	+	504	23
