# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/D45_3.txt" "align/D45_3.bam" 
Geneid	Chr	Start	End	Strand	Length	align/D45_3.bam
SCO3659	NC_003888.3	4037975	4038511	-	537	1799
SCO3660	NC_003888.3	4038637	4040280	-	1644	1609
SCO3661	NC_003888.3	4040450	4043047	-	2598	4735
SCO3662	NC_003888.3	4043330	4043665	-	336	2018
SCO3663	NC_003888.3	4043667	4043858	-	192	1681
SCO3664	NC_003888.3	4043991	4045001	+	1011	1067
SCO3665	NC_003888.3	4044998	4045981	+	984	264
SCO3666	NC_003888.3	4045944	4047128	-	1185	445
SCO3667	NC_003888.3	4047138	4048256	-	1119	570
SCO3668	NC_003888.3	4048460	4048915	-	456	1565
SCO3669	NC_003888.3	4048921	4050120	-	1200	8254
SCO3670	NC_003888.3	4050163	4050840	-	678	6148
SCO3671	NC_003888.3	4050837	4052693	-	1857	34655
SCO3672	NC_003888.3	4052789	4054024	-	1236	610
SCO3673	NC_003888.3	4054268	4056550	+	2283	1957
SCO3674	NC_003888.3	4056685	4057986	+	1302	117
SCO3675	NC_003888.3	4058105	4059337	+	1233	213
SCO3676	NC_003888.3	4059415	4060467	+	1053	1138
SCO3677	NC_003888.3	4060547	4061044	-	498	786
SCO3678	NC_003888.3	4061079	4061654	-	576	1230
SCOt30	NC_003888.3	4062164	4062237	+	74	9
SCO3679	NC_003888.3	4062587	4064491	+	1905	707
SCO3680	NC_003888.3	4064575	4064868	-	294	60
SCO3681	NC_003888.3	4064888	4065388	+	501	39
SCO3682	NC_003888.3	4065489	4066526	+	1038	83
SCO3683	NC_003888.3	4066523	4066798	-	276	6
SCO3684	NC_003888.3	4066804	4067394	-	591	71
SCO3685	NC_003888.3	4067767	4068168	+	402	55
SCO3686	NC_003888.3	4068136	4068669	-	534	64
SCO3687	NC_003888.3	4069088	4069687	+	600	127
SCO3688	NC_003888.3	4069691	4070653	+	963	114
SCO3689	NC_003888.3	4071163	4071573	-	411	106
SCO3690	NC_003888.3	4071572	4072381	+	810	86
SCO3691	NC_003888.3	4072381	4073649	+	1269	91
SCO3692	NC_003888.3	4073646	4074005	+	360	52
SCO3693	NC_003888.3	4074209	4074751	+	543	223
SCO3694	NC_003888.3	4074756	4075130	-	375	120
SCO3695	NC_003888.3	4075117	4075605	-	489	337
SCO3696	NC_003888.3	4075938	4076306	+	369	121
SCO3697	NC_003888.3	4076249	4077469	-	1221	121
SCO3698	NC_003888.3	4077583	4078692	-	1110	114
SCO3699	NC_003888.3	4078689	4078997	-	309	37
SCO3700	NC_003888.3	4079089	4079502	+	414	41
SCO3701	NC_003888.3	4079499	4079729	+	231	7
SCO3702	NC_003888.3	4079863	4080510	+	648	417
SCO3703	NC_003888.3	4080650	4081045	+	396	280
SCO3704	NC_003888.3	4081222	4082031	+	810	312
SCO3705	NC_003888.3	4082028	4082879	+	852	91
SCO3706	NC_003888.3	4082876	4084000	+	1125	104
SCO3707	NC_003888.3	4084035	4084604	-	570	36
SCO3708	NC_003888.3	4084704	4085324	-	621	29
SCO3709	NC_003888.3	4085317	4085871	-	555	46
SCO3710	NC_003888.3	4086039	4087673	+	1635	491
SCO3711	NC_003888.3	4087742	4088053	+	312	89
SCO3712	NC_003888.3	4088148	4088984	+	837	547
SCO3713	NC_003888.3	4088998	4089171	-	174	332
SCO3714	NC_003888.3	4089285	4090508	-	1224	5364
SCO3715	NC_003888.3	4090396	4091067	-	672	682
SCO3716	NC_003888.3	4091267	4091944	-	678	35
SCO3717	NC_003888.3	4091950	4094073	-	2124	164
SCO3718	NC_003888.3	4094070	4095734	-	1665	98
SCO3719	NC_003888.3	4095742	4095831	-	90	26
SCO3721	NC_003888.3	4096157	4096780	-	624	220
SCO3722	NC_003888.3	4096845	4097198	-	354	150
SCO3723	NC_003888.3	4097454	4098950	+	1497	1367
SCO3724	NC_003888.3	4098986	4099468	-	483	250
SCO3725	NC_003888.3	4099520	4100809	-	1290	798
SCO3726	NC_003888.3	4100888	4101508	-	621	300
SCO3727	NC_003888.3	4101639	4102223	+	585	111
SCO3728	NC_003888.3	4102349	4103080	-	732	131
SCO3729	NC_003888.3	4103188	4103970	-	783	310
SCO3730	NC_003888.3	4104198	4105055	+	858	110
SCO3731	NC_003888.3	4105340	4105543	+	204	3382
SCO3732	NC_003888.3	4105819	4107405	+	1587	491
SCO3733	NC_003888.3	4107493	4107822	+	330	189
SCO3734	NC_003888.3	4107830	4108183	-	354	136
SCO3735	NC_003888.3	4108183	4108686	-	504	71
SCO3736	NC_003888.3	4108736	4109227	-	492	76
SCO3737	NC_003888.3	4109279	4109905	-	627	91
SCO3738	NC_003888.3	4109902	4110471	-	570	83
SCO3739	NC_003888.3	4110508	4111512	+	1005	111
SCO3740	NC_003888.3	4111533	4112645	-	1113	128
SCO3741	NC_003888.3	4112648	4113418	-	771	107
SCO3742	NC_003888.3	4113665	4114393	+	729	195
SCO3743	NC_003888.3	4114390	4115031	+	642	155
SCO3744	NC_003888.3	4115028	4115813	+	786	162
SCO3745	NC_003888.3	4115666	4116157	-	492	66
SCO3746	NC_003888.3	4116154	4117440	-	1287	134
SCO3747	NC_003888.3	4117506	4118876	+	1371	317
SCO3748	NC_003888.3	4118957	4119160	-	204	8644
SCO3749	NC_003888.3	4119416	4120066	-	651	263
SCO3750	NC_003888.3	4120212	4121462	-	1251	185
SCO3751	NC_003888.3	4121664	4121933	+	270	15
SCO3752	NC_003888.3	4121930	4122688	+	759	24
SCO3753	NC_003888.3	4122691	4125243	+	2553	45
SCO3754	NC_003888.3	4125465	4127978	-	2514	73
SCO3755	NC_003888.3	4127975	4128769	-	795	26
SCO3756	NC_003888.3	4128978	4129652	-	675	170
SCO3757	NC_003888.3	4129649	4130995	-	1347	384
SCO3758	NC_003888.3	4131008	4132060	-	1053	55
SCO3759	NC_003888.3	4132135	4133346	-	1212	48
SCO3760	NC_003888.3	4133355	4134332	-	978	108
SCO3761	NC_003888.3	4134484	4134996	-	513	275
SCO3762	NC_003888.3	4135076	4135273	-	198	56
SCO3763	NC_003888.3	4135438	4137522	-	2085	1226
SCO3764	NC_003888.3	4137713	4138738	-	1026	123
SCO3765	NC_003888.3	4138735	4140114	-	1380	759
SCO3766	NC_003888.3	4140307	4141329	+	1023	574
SCO3767	NC_003888.3	4141437	4141892	+	456	980
SCO3768	NC_003888.3	4141996	4142244	+	249	597
SCO3769	NC_003888.3	4142257	4142994	-	738	562
SCO3770	NC_003888.3	4143070	4144254	+	1185	90
SCO3771	NC_003888.3	4144272	4145912	-	1641	181
SCO3772	NC_003888.3	4145930	4146976	-	1047	104
SCO3773	NC_003888.3	4147062	4148024	+	963	169
SCO3774	NC_003888.3	4148686	4149564	+	879	102
SCO3775	NC_003888.3	4149589	4151322	-	1734	524
SCO3776	NC_003888.3	4151301	4151843	+	543	4265
SCO3777	NC_003888.3	4151848	4152975	+	1128	3786
SCO3778	NC_003888.3	4153150	4154442	+	1293	156
SCO3779	NC_003888.3	4154591	4155571	+	981	178
SCO3780	NC_003888.3	4155682	4157352	+	1671	2968
SCO3781	NC_003888.3	4157484	4158338	+	855	2368
SCO3782	NC_003888.3	4158580	4159929	-	1350	252
SCO3783	NC_003888.3	4160042	4160218	+	177	30
SCO3784	NC_003888.3	4160268	4161347	-	1080	359
SCO3785	NC_003888.3	4161431	4162660	-	1230	1043
SCO3786	NC_003888.3	4162785	4163303	+	519	2015
SCO3787	NC_003888.3	4163376	4164320	+	945	1165
SCO3788	NC_003888.3	4164327	4164737	+	411	112
SCO3789	NC_003888.3	4164773	4165789	+	1017	103
SCO3790	NC_003888.3	4165816	4167894	-	2079	189
SCO3791	NC_003888.3	4168158	4169495	+	1338	646
SCO3792	NC_003888.3	4169611	4171227	+	1617	2479
SCO3793	NC_003888.3	4171328	4171693	+	366	241
SCO3794	NC_003888.3	4171889	4172662	-	774	1106
SCO3795	NC_003888.3	4172747	4174510	-	1764	5058
SCO3796	NC_003888.3	4174717	4176885	+	2169	2367
SCO3797	NC_003888.3	4176813	4177901	-	1089	425
SCO3798	NC_003888.3	4177967	4178944	-	978	204
SCO3799	NC_003888.3	4179065	4179535	-	471	568
SCO3800	NC_003888.3	4179684	4181510	+	1827	1494
SCO3801	NC_003888.3	4181609	4182907	+	1299	746
SCO3802	NC_003888.3	4183022	4183273	+	252	127
SCO3803	NC_003888.3	4183333	4183737	-	405	51
SCO3804	NC_003888.3	4183789	4184793	+	1005	84
SCO3805	NC_003888.3	4184790	4185284	+	495	339
SCO3806	NC_003888.3	4185307	4185765	-	459	506
SCO3807	NC_003888.3	4185833	4186627	-	795	739
SCO3808	NC_003888.3	4186809	4187633	+	825	840
SCO3809	NC_003888.3	4187758	4189068	-	1311	1144
SCO3810	NC_003888.3	4189065	4189715	-	651	1454
SCO3811	NC_003888.3	4189937	4190881	+	945	755
SCO3812	NC_003888.3	4190999	4191346	+	348	111
SCO3813	NC_003888.3	4191343	4192329	+	987	227
SCO3814	NC_003888.3	4192477	4193454	+	978	4066
SCO3815	NC_003888.3	4193532	4194941	-	1410	2077
SCO3816	NC_003888.3	4194961	4195941	-	981	1216
SCO3817	NC_003888.3	4195943	4197196	-	1254	1984
SCO3818	NC_003888.3	4197520	4198176	+	657	1027
SCO3819	NC_003888.3	4198301	4198708	+	408	106
SCO3820	NC_003888.3	4198795	4200363	-	1569	3062
SCO3821	NC_003888.3	4200767	4202437	+	1671	850
SCO3822	NC_003888.3	4202553	4203092	-	540	687
SCO3823	NC_003888.3	4204101	4205081	-	981	1359
SCO3824	NC_003888.3	4205224	4206252	+	1029	458
SCO3825	NC_003888.3	4206249	4207097	+	849	478
SCO3826	NC_003888.3	4207170	4208267	-	1098	1323
SCO3827	NC_003888.3	4208264	4209661	-	1398	1218
SCO3828	NC_003888.3	4209661	4210572	-	912	764
SCO3829	NC_003888.3	4210796	4212271	-	1476	905
SCO3830	NC_003888.3	4212271	4213275	-	1005	1287
SCO3831	NC_003888.3	4213272	4214438	-	1167	3944
SCO3832	NC_003888.3	4214734	4215141	+	408	170
SCO3833	NC_003888.3	4215177	4215806	-	630	286
SCO3834	NC_003888.3	4215803	4217317	-	1515	1057
SCO3835	NC_003888.3	4217476	4219167	+	1692	1718
SCO3836	NC_003888.3	4219178	4219963	-	786	343
SCO3837	NC_003888.3	4219960	4221270	-	1311	261
SCO3838	NC_003888.3	4221267	4222505	-	1239	940
SCO3839	NC_003888.3	4222523	4222852	-	330	495
SCO3840	NC_003888.3	4222903	4223718	-	816	418
SCO3841	NC_003888.3	4223858	4225387	-	1530	219
SCO3842	NC_003888.3	4225790	4226674	+	885	86
SCOt31	NC_003888.3	4226761	4226847	-	87	6
SCO3843	NC_003888.3	4227374	4228246	+	873	3164
SCO3844	NC_003888.3	4228257	4228775	+	519	1616
SCO3845	NC_003888.3	4228917	4230464	+	1548	4345
SCO3846	NC_003888.3	4230492	4231931	+	1440	1829
SCO3847	NC_003888.3	4231928	4233400	+	1473	2126
SCO3848	NC_003888.3	4233591	4235612	+	2022	5177
SCO3849	NC_003888.3	4235691	4236452	-	762	778
SCO3850	NC_003888.3	4236466	4237524	-	1059	785
SCO3851	NC_003888.3	4237521	4238159	-	639	1137
SCO3852	NC_003888.3	4238156	4238365	-	210	387
SCO3853	NC_003888.3	4238399	4239112	-	714	280
SCO3854	NC_003888.3	4239330	4239584	+	255	787
SCO3855	NC_003888.3	4239852	4240745	-	894	423
SCO3856	NC_003888.3	4240850	4241383	-	534	425
SCO3857	NC_003888.3	4241704	4242402	+	699	18238
SCO3858	NC_003888.3	4242512	4243288	-	777	1142
SCOt32	NC_003888.3	4243682	4243757	-	76	7
SCO3859	NC_003888.3	4243938	4244486	+	549	280
SCO3860	NC_003888.3	4244573	4246303	+	1731	313
SCO3861	NC_003888.3	4246345	4247670	-	1326	261
SCO3862	NC_003888.3	4247800	4248081	-	282	286
SCO3863	NC_003888.3	4248267	4248656	+	390	8146
SCO3864	NC_003888.3	4248804	4249592	+	789	579
SCO3865	NC_003888.3	4249601	4250383	+	783	396
SCO3866	NC_003888.3	4250514	4251389	-	876	470
SCO3867	NC_003888.3	4251449	4251661	-	213	362
SCO3868	NC_003888.3	4251867	4252493	+	627	86
SCO3869	NC_003888.3	4252857	4257887	+	5031	1663
SCO3870	NC_003888.3	4258228	4258428	-	201	300
SCO3871	NC_003888.3	4258993	4259403	+	411	777
SCOt33	NC_003888.3	4259791	4259867	-	77	57
SCO3872	NC_003888.3	4259979	4260536	-	558	1887
SCO3873	NC_003888.3	4260741	4263314	-	2574	8373
SCO3874	NC_003888.3	4263378	4265438	-	2061	9414
SCO3875	NC_003888.3	4265873	4266445	-	573	176
SCO3876	NC_003888.3	4266442	4267563	-	1122	851
SCO3877	NC_003888.3	4267594	4268469	-	876	1843
SCO3878	NC_003888.3	4268713	4269843	-	1131	5206
SCO3879	NC_003888.3	4270778	4272748	-	1971	1212
SCO3880	NC_003888.3	4273127	4273264	+	138	3778
SCO3881	NC_003888.3	4273286	4273657	+	372	1227
SCO3882	NC_003888.3	4273654	4274028	+	375	872
SCO3883	NC_003888.3	4274032	4275327	+	1296	3386
SCO3884	NC_003888.3	4275343	4275855	+	513	1162
SCO3885	NC_003888.3	4275980	4276699	+	720	318
SCO3886	NC_003888.3	4277251	4278078	+	828	3893
SCO3887	NC_003888.3	4278195	4279181	+	987	3762
SCO3888	NC_003888.3	4279519	4280136	+	618	570
SCO3889	NC_003888.3	4280212	4280544	-	333	1623
SCO3890	NC_003888.3	4280583	4281551	-	969	3382
SCO3891	NC_003888.3	4281711	4282559	-	849	465
SCO3892	NC_003888.3	4282577	4283287	-	711	584
SCO3893	NC_003888.3	4283316	4285007	-	1692	4129
SCO3894	NC_003888.3	4285147	4287582	-	2436	3480
SCO3895	NC_003888.3	4287627	4289990	-	2364	2084
SCO3896	NC_003888.3	4290216	4291667	+	1452	514
SCO3897	NC_003888.3	4291764	4292357	-	594	726
SCO3898	NC_003888.3	4292389	4293666	-	1278	227
SCO3899	NC_003888.3	4293746	4294828	-	1083	9076
SCO3900	NC_003888.3	4294873	4295550	-	678	4827
SCO3901	NC_003888.3	4296215	4298602	+	2388	2452
SCO3902	NC_003888.3	4298723	4300231	+	1509	766
SCO3903	NC_003888.3	4300309	4301340	-	1032	1547
SCO3904	NC_003888.3	4301402	4302523	-	1122	4370
SCO3905	NC_003888.3	4302661	4302966	-	306	4687
SCO3906	NC_003888.3	4303242	4303532	+	291	10279
SCO3907	NC_003888.3	4303613	4304212	+	600	6166
SCO3908	NC_003888.3	4304258	4304494	+	237	2533
SCO3909	NC_003888.3	4304513	4304959	+	447	5828
SCO3910	NC_003888.3	4305060	4306406	-	1347	347
SCO3911	NC_003888.3	4306857	4308332	+	1476	763
SCO3912	NC_003888.3	4308427	4309812	+	1386	581
SCO3913	NC_003888.3	4309887	4310339	-	453	231
SCO3914	NC_003888.3	4310386	4310850	-	465	457
SCO3915	NC_003888.3	4310991	4312205	+	1215	109
SCO3916	NC_003888.3	4312354	4312773	+	420	154
SCO3917	NC_003888.3	4312891	4313757	-	867	1216
SCO3918	NC_003888.3	4313836	4314318	-	483	191
SCO3919	NC_003888.3	4314389	4315294	-	906	241
SCO3920	NC_003888.3	4315547	4316725	-	1179	839
SCO3921	NC_003888.3	4316722	4317216	-	495	212
SCO3922	NC_003888.3	4317222	4317599	-	378	196
SCO3923	NC_003888.3	4317659	4317976	+	318	102
SCO3924	NC_003888.3	4318118	4318330	+	213	398
SCO3925	NC_003888.3	4318648	4319373	+	726	633
SCO3926	NC_003888.3	4319501	4319911	+	411	1584
SCO3927	NC_003888.3	4319961	4321502	-	1542	1363
SCO3928	NC_003888.3	4321756	4323594	+	1839	4403
SCO3929	NC_003888.3	4324441	4325793	-	1353	1149
SCO3930	NC_003888.3	4325990	4326556	+	567	77
SCO3931	NC_003888.3	4326866	4327165	+	300	26
SCO3932	NC_003888.3	4327576	4328355	-	780	190
SCO3933	NC_003888.3	4328521	4328871	+	351	36
SCO3934	NC_003888.3	4328871	4330172	+	1302	54
SCO3935	NC_003888.3	4330169	4330366	+	198	11
SCO3936	NC_003888.3	4330663	4332021	+	1359	54
SCO3937	NC_003888.3	4332160	4333647	-	1488	226
SCO3938	NC_003888.3	4333799	4333930	+	132	11
SCO3939	NC_003888.3	4334010	4335458	+	1449	719
SCO3940	NC_003888.3	4335483	4336355	-	873	3320
SCO3941	NC_003888.3	4336537	4337643	-	1107	1725
SCO3942	NC_003888.3	4337841	4338065	+	225	551
SCO3943	NC_003888.3	4338034	4339146	-	1113	3551
SCO3944	NC_003888.3	4339565	4340644	+	1080	918
SCO3945	NC_003888.3	4340932	4342437	+	1506	452
SCO3946	NC_003888.3	4342458	4343462	+	1005	161
SCO3947	NC_003888.3	4343538	4347056	+	3519	335
SCO3948	NC_003888.3	4347161	4348843	+	1683	542
SCO3949	NC_003888.3	4348966	4350015	+	1050	1729
SCO3950	NC_003888.3	4350063	4350980	-	918	1029
SCO3951	NC_003888.3	4351038	4352000	-	963	684
SCO3952	NC_003888.3	4351997	4352455	-	459	171
SCO3953	NC_003888.3	4352462	4353010	-	549	690
SCO3954	NC_003888.3	4353121	4354878	-	1758	119
SCO3955	NC_003888.3	4354875	4355894	-	1020	83
SCO3956	NC_003888.3	4355990	4356952	+	963	410
SCO3957	NC_003888.3	4356969	4357850	+	882	350
SCO3958	NC_003888.3	4357847	4358758	+	912	385
SCO3959	NC_003888.3	4358770	4359489	+	720	283
SCO3960	NC_003888.3	4359709	4360551	-	843	8935
SCO3961	NC_003888.3	4360548	4361825	-	1278	3845
SCO3962	NC_003888.3	4362335	4363267	-	933	775
SCO3963	NC_003888.3	4363348	4364685	-	1338	484
SCO3964	NC_003888.3	4364694	4366736	-	2043	1128
SCO3965	NC_003888.3	4366750	4367286	-	537	497
SCO3966	NC_003888.3	4367283	4367933	-	651	560
SCO3967	NC_003888.3	4368066	4368827	-	762	2005
SCO3968	NC_003888.3	4368955	4369809	-	855	2994
SCO3969	NC_003888.3	4370066	4370548	-	483	2096
SCO3970	NC_003888.3	4370586	4372061	-	1476	3362
SCO3971	NC_003888.3	4372196	4373629	-	1434	4347
SCO3972	NC_003888.3	4374285	4374950	+	666	423
SCO3973	NC_003888.3	4375006	4375671	+	666	866
SCO3974	NC_003888.3	4375917	4376882	-	966	2044
SCO3975	NC_003888.3	4377505	4378143	-	639	1155
SCO3976	NC_003888.3	4378271	4379098	-	828	262
SCO3977	NC_003888.3	4379364	4380923	+	1560	4739
SCO3978	NC_003888.3	4381065	4381949	-	885	79
SCO3979	NC_003888.3	4382030	4382620	+	591	302
SCOt34	NC_003888.3	4382684	4382768	+	85	25
SCO3980	NC_003888.3	4382898	4383473	-	576	145
SCO3981	NC_003888.3	4383616	4384371	-	756	151
SCO3982	NC_003888.3	4384451	4384729	+	279	2
SCO3983	NC_003888.3	4384742	4385053	+	312	7
SCO3984	NC_003888.3	4385053	4385256	+	204	5
SCO3985	NC_003888.3	4385253	4385477	+	225	21
SCO3986	NC_003888.3	4385486	4386217	+	732	108
SCO3987	NC_003888.3	4386217	4386522	+	306	8
SCO3988	NC_003888.3	4386552	4386899	+	348	58
SCO3989	NC_003888.3	4387240	4387509	+	270	155
SCO3990	NC_003888.3	4387791	4388060	-	270	269
SCO3992	NC_003888.3	4389254	4389544	-	291	39
SCO3993	NC_003888.3	4389593	4389862	-	270	32
SCO3994	NC_003888.3	4389919	4390131	+	213	34
SCO3995	NC_003888.3	4390122	4390649	+	528	19
SCO3996	NC_003888.3	4390652	4390861	+	210	2
SCO3997	NC_003888.3	4390861	4392000	+	1140	114
SCO3998	NC_003888.3	4392274	4393617	-	1344	962
SCO3999	NC_003888.3	4394003	4395133	+	1131	70
SCO4000	NC_003888.3	4395100	4395579	-	480	11
SCO4001	NC_003888.3	4395671	4396546	-	876	31
SCO4002	NC_003888.3	4396912	4397238	+	327	10538
SCO4003	NC_003888.3	4397335	4397688	-	354	79
SCO4004	NC_003888.3	4397691	4397855	-	165	12
SCO4005	NC_003888.3	4397899	4398372	+	474	97
SCO4006	NC_003888.3	4398501	4400177	+	1677	606
SCO4007	NC_003888.3	4400250	4401542	-	1293	809
SCO4008	NC_003888.3	4401679	4402257	+	579	191
SCO4009	NC_003888.3	4402297	4406688	-	4392	4959
SCO4010	NC_003888.3	4406863	4407330	-	468	666
SCOt35	NC_003888.3	4407512	4407602	+	91	28
SCOt36	NC_003888.3	4407794	4407866	+	73	5
SCO4011	NC_003888.3	4407941	4408414	+	474	321
SCO4012	NC_003888.3	4408407	4408838	-	432	180
SCO4013	NC_003888.3	4409067	4410554	+	1488	1024
SCO4014	NC_003888.3	4410577	4410936	-	360	143
SCO4015	NC_003888.3	4410971	4411894	+	924	835
SCO4016	NC_003888.3	4412004	4412957	+	954	384
SCO4017	NC_003888.3	4413017	4413733	-	717	120
SCO4018	NC_003888.3	4413742	4414275	-	534	85
SCO4019	NC_003888.3	4414377	4415069	+	693	189
SCO4020	NC_003888.3	4415129	4415944	+	816	1558
SCO4021	NC_003888.3	4415941	4417515	+	1575	952
SCO4022	NC_003888.3	4417530	4418879	+	1350	154
SCO4023	NC_003888.3	4418876	4421077	+	2202	233
SCO4024	NC_003888.3	4421136	4422659	+	1524	131
SCO4025	NC_003888.3	4422721	4423479	+	759	528
SCO4026	NC_003888.3	4423549	4424019	-	471	1014
SCO4027	NC_003888.3	4424029	4424409	-	381	425
SCO4028	NC_003888.3	4424566	4425387	+	822	646
SCO4029	NC_003888.3	4425406	4426155	+	750	188
SCO4030	NC_003888.3	4426138	4426959	-	822	25
SCO4031	NC_003888.3	4427069	4429648	-	2580	159
SCO4032	NC_003888.3	4429662	4430162	-	501	11
SCO4033	NC_003888.3	4430278	4430568	+	291	137
SCO4034	NC_003888.3	4430684	4431640	-	957	17241
SCO4035	NC_003888.3	4431932	4432795	-	864	3731
SCO4036	NC_003888.3	4432988	4433281	-	294	754
SCO4037	NC_003888.3	4433281	4433457	-	177	298
SCOt37	NC_003888.3	4433546	4433630	-	85	16
SCO4038	NC_003888.3	4433708	4434139	-	432	1944
SCO4039	NC_003888.3	4434208	4434756	-	549	3876
SCO4040	NC_003888.3	4434929	4435393	+	465	295
SCO4041	NC_003888.3	4435469	4436113	+	645	1488
SCO4042	NC_003888.3	4436138	4436752	-	615	2049
SCO4043	NC_003888.3	4436888	4437184	-	297	1213
SCO4044	NC_003888.3	4437234	4437938	+	705	1182
SCO4045	NC_003888.3	4437969	4438649	-	681	2794
SCO4046	NC_003888.3	4438739	4439197	-	459	376
SCO4047	NC_003888.3	4439198	4439791	-	594	1487
SCO4048	NC_003888.3	4439817	4440542	-	726	290
SCO4049	NC_003888.3	4440627	4442975	+	2349	293
SCO4050	NC_003888.3	4442968	4443588	+	621	105
SCO4051	NC_003888.3	4443585	4444082	+	498	73
SCO4052	NC_003888.3	4444079	4444873	+	795	150
SCO4053	NC_003888.3	4445276	4447045	+	1770	561
SCO4054	NC_003888.3	4447284	4447970	+	687	2679
SCO4055	NC_003888.3	4447967	4449100	-	1134	13370
SCO4056	NC_003888.3	4449241	4449432	+	192	1616
SCO4057	NC_003888.3	4449455	4450345	-	891	12835
SCO4058	NC_003888.3	4450575	4451078	+	504	305
SCO4059	NC_003888.3	4451075	4451410	+	336	143
SCO4060	NC_003888.3	4451653	4452063	+	411	176
SCO4061	NC_003888.3	4452173	4452730	-	558	44
SCO4062	NC_003888.3	4452748	4453257	+	510	64
SCO4063	NC_003888.3	4453499	4453855	-	357	54
SCO4064	NC_003888.3	4453888	4454151	-	264	8
SCO4065	NC_003888.3	4454564	4455793	-	1230	95
SCO4066	NC_003888.3	4455786	4456859	+	1074	23
SCOt38	NC_003888.3	4456865	4456952	-	88	3
SCOs03	NC_003888.3	4457032	4457113	+	82	4
SCO4067	NC_003888.3	4457168	4459522	+	2355	1307
SCO4068	NC_003888.3	4459642	4460892	+	1251	1855
SCO4069	NC_003888.3	4461199	4463193	+	1995	7674
SCO4070	NC_003888.3	4463358	4464875	+	1518	843
SCO4071	NC_003888.3	4464986	4465885	+	900	784
SCOt39	NC_003888.3	4465950	4466025	-	76	0
SCO4072	NC_003888.3	4466063	4466665	-	603	94
SCO4073	NC_003888.3	4466674	4467921	-	1248	188
SCO4074	NC_003888.3	4467951	4468766	-	816	46
SCO4075	NC_003888.3	4468763	4469743	-	981	135
SCOt40	NC_003888.3	4469882	4469954	-	73	33
SCO4076	NC_003888.3	4470261	4470578	-	318	1242
SCO4077	NC_003888.3	4470929	4471201	+	273	1122
SCO4078	NC_003888.3	4471198	4471878	+	681	1946
SCO4079	NC_003888.3	4471875	4474133	+	2259	5415
SCO4080	NC_003888.3	4474193	4474777	-	585	2790
SCO4081	NC_003888.3	4474926	4475408	+	483	228
SCO4082	NC_003888.3	4475477	4476316	+	840	166
SCO4083	NC_003888.3	4476421	4477734	+	1314	134
SCO4084	NC_003888.3	4477740	4478348	+	609	139
SCO4085	NC_003888.3	4478431	4479264	+	834	277
SCO4086	NC_003888.3	4479261	4480853	+	1593	5678
SCO4087	NC_003888.3	4480933	4482000	+	1068	2511
SCO4088	NC_003888.3	4482078	4482332	-	255	6529
SCO4089	NC_003888.3	4482654	4483748	-	1095	2963
SCO4090	NC_003888.3	4483978	4484829	+	852	413
SCO4091	NC_003888.3	4485363	4485569	+	207	11345
SCOt41	NC_003888.3	4486471	4486545	-	75	0
SCO4092	NC_003888.3	4486639	4490622	-	3984	1859
SCOt42	NC_003888.3	4490732	4490805	-	74	1
SCOt43	NC_003888.3	4490830	4490904	-	75	86
SCOt44	NC_003888.3	4490939	4491011	-	73	29
SCO4093	NC_003888.3	4491092	4492711	-	1620	133
SCO4094	NC_003888.3	4492828	4493178	+	351	178
SCO4095	NC_003888.3	4493275	4493832	+	558	2492
SCO4096	NC_003888.3	4494136	4496358	+	2223	2541
SCO4097	NC_003888.3	4496497	4498032	+	1536	221
SCOt45	NC_003888.3	4498149	4498221	+	73	4
SCO4098	NC_003888.3	4498219	4498869	-	651	516
SCO4099	NC_003888.3	4499009	4499689	+	681	90
SCO4100	NC_003888.3	4499727	4500119	+	393	50
SCO4101	NC_003888.3	4500126	4500524	+	399	39
SCO4102	NC_003888.3	4500505	4501464	-	960	128
SCO4103	NC_003888.3	4501524	4502795	-	1272	1850
SCO4104	NC_003888.3	4502820	4503476	-	657	54
SCO4105	NC_003888.3	4503887	4504207	+	321	26
SCO4106	NC_003888.3	4504259	4505389	+	1131	150
SCOt46	NC_003888.3	4505460	4505533	+	74	0
SCO4107	NC_003888.3	4505576	4506940	+	1365	1802
SCO4108	NC_003888.3	4507333	4508376	+	1044	3484
SCO4109	NC_003888.3	4508515	4509459	+	945	577
SCO4110	NC_003888.3	4509484	4510875	-	1392	580
SCO4111	NC_003888.3	4510885	4511700	-	816	507
SCO4112	NC_003888.3	4511815	4512225	+	411	75
SCO4113	NC_003888.3	4512311	4513591	-	1281	2044
SCO4114	NC_003888.3	4513662	4515083	-	1422	2313
SCO4115	NC_003888.3	4515796	4517919	+	2124	2055
SCO4116	NC_003888.3	4517925	4521269	+	3345	606
SCO4117	NC_003888.3	4521256	4523319	-	2064	902
SCO4118	NC_003888.3	4523502	4524395	-	894	998
SCO4119	NC_003888.3	4524821	4526149	+	1329	436
SCO4120	NC_003888.3	4526332	4527990	+	1659	707
SCO4121	NC_003888.3	4528045	4529322	-	1278	81
SCO4122	NC_003888.3	4529468	4530016	+	549	215
SCOr13	NC_003888.3	4530650	4532177	+	1528	1362
SCOr14	NC_003888.3	4532454	4535576	+	3123	15453
